Fabric_Type,Recyclability,Biodegradability,Water_Usage,Carbon_Emissions,Toxicity,Microplastic_Shedding,Durability,Region_Suitability
Polyester,4.139982790120017,0.46686919989134146,941.1273425588374,17.029085148351893,6.219751445769498,6.214244860200232,9.12019647822419,High Altitude
Cotton,8.50172379576772,9.775655422973733,13808.286836516385,6.500583110710183,4.889301518769857,0.0,6.751133479516909,Hot Desert
Nylon,6.640621209369,2.8185242173416447,1845.5687192633577,14.493738050010002,5.645607445211018,7.08027422432078,9.564853610073868,High Altitude
Wool,7.879403873099292,8.43258862366137,11891.514331847622,7.380308999026502,1.6097097152920103,0.3365381754261203,6.228586448603005,Cold Desert
Nylon,5.890859514365232,2.8030773277376513,3774.259638549419,13.054842196068021,8.043481329331374,6.890613639465245,9.869510725934077,Desert
Nylon,5.919829561831514,0.5404066690366164,1806.1491327497151,15.303041692568783,8.039279518505245,7.321357327389048,8.250132459232155,Desert
Kevlar,3.7488219841974812,0.0,4136.070012400306,24.649653190423543,9.259096155451365,4.882880206471518,10.0,High Altitude
Nylon,6.824298292865369,1.2916269887566691,1463.9291879064745,15.513113342412122,5.367641319782751,5.148132299306354,8.195075675811488,High Altitude
Cotton,9.735698984439331,8.391082713177047,10776.475781242912,8.412766820405484,4.55739590911253,0.0,4.461126068081231,Coastal
Polyester,6.871032084864083,0.3623340150710066,823.4918420253605,21.444737472823537,8.933927062316798,6.20727790156076,7.970221863971079,Hot Desert
Bamboo Fiber,9.910511390093799,8.336463079432228,4839.94674368224,4.328692036013274,2.43499634567529,0.0,6.252255239350703,Tropical
Nylon,6.336452290642242,2.0245051440781126,1790.3060903080327,14.31099534531145,7.540946087643963,8.68714739067359,9.116596353626528,High Altitude
Bamboo Fiber,8.445639050497176,8.01788953839285,4592.275648071054,3.294961831178073,1.364285403416654,0.0,5.110645661302025,Jungle
Cotton,9.762098322100556,8.516712506930078,11818.488592897795,6.212747521628532,4.964271435929895,0.0,6.4803749449198484,Coastal
Wool,6.57851496307543,6.941581304119037,9357.481004519304,10.486848510935808,1.676209137288957,0.5629278295963713,8.448190269537427,Cold Desert
Polyester,4.285724771048584,0.8724176558381367,1493.509384264441,15.457488297629595,8.708119836835635,7.405450929826811,9.05801551525467,Cold Desert
Polyester,4.177187936857808,0.5781228743935198,1896.5095637337474,12.089934369341341,9.52162901167165,8.069789789968985,8.947845126189865,High Altitude
Cotton,8.975683850721536,8.264677920883969,15925.252656782652,9.987665803739617,4.9017484960956335,0.0,6.235847899246604,Hot Desert
Polyester,5.076308778458825,1.538570415304155,2214.474162572925,24.933815001643346,6.463331463070796,8.691582961568425,9.888214043529043,Cold Desert
Cotton,7.2569682620658975,9.041330398040863,19498.897302515546,7.989019893643076,3.0099538130159313,0.0,6.885775252756632,Coastal
Nylon,7.502881091240251,1.7563933422194808,1885.1902640071864,11.871298745285198,6.064687943915578,7.965107528441369,9.51326230019383,High Altitude
Cotton,8.42849788775186,9.790127618593468,12939.809784917363,5.468157846825584,3.788773228249655,0.0,5.259054369836118,Coastal
Cotton,7.976641731665017,9.272803958713906,9014.48832498961,5.463210096489057,5.673050252927558,0.0,5.656339800200341,Jungle
Bamboo Fiber,8.503113914357638,9.25274917967318,3493.279307160686,4.189144509741222,3.874404860937386,0.0,5.668899508710171,Coastal
Cotton,8.791897460833807,8.10198631803285,11760.04160636651,8.405968023429928,3.759287304286871,0.0,4.887343518394694,Hot Desert
Cotton,9.738603975188393,8.384217453455973,9236.994248533594,5.027643150558146,4.925276264339546,0.0,5.138209915761596,Jungle
Polyester,4.800669214461265,0.3229860727325069,748.308570140481,24.907216208986167,8.374896272656967,9.078653512549547,7.028301276304938,Hot Desert
Bamboo Fiber,9.746299313527718,7.577413213787808,4049.9783574386115,3.0490513197285996,3.3782047191132656,0.0,5.44083510749154,Coastal
Kevlar,4.52285627980317,0.0,4465.927183264039,23.821415427508896,9.053052446552023,3.68099681473217,10.0,War Zones
Cotton,9.127094670201648,9.77296086445159,13105.039940729643,7.144269199765956,5.185459301687232,0.0,5.847051192685581,Hot Desert
Wool,6.222634347358023,7.061351880811497,9632.284700901888,10.287110420646023,2.4115184135823204,0.8233674928967079,7.0253533709565135,High Altitude
Wool,6.483448843316098,6.912604049997986,8988.857554105556,7.238917343322554,3.5861941652390854,0.8467861263063495,6.680542022495885,Cold Desert
Nylon,7.143572539756008,1.9410891923515923,967.1015902614513,15.9533384888584,7.696963988264563,7.50074717595963,8.417454264794195,High Altitude
Wool,7.263037071863038,8.604746760473274,10144.531725781937,6.8540628299281545,1.4113563924235628,0.6281427054110224,8.670377073387764,Cold Desert
Wool,8.38874303774049,7.33656054896074,8556.546512916428,9.68794767404544,2.5969511986608644,0.8368366891752158,8.546983223155685,Cold Desert
Wool,8.511993969572297,9.569230385056922,5793.851693799383,9.035559719571872,3.392352467601132,0.5594528683517429,6.852335153707074,High Altitude
Cotton,7.870209327117653,8.185388028498867,17326.12972473211,6.64649631927249,4.924306933104247,0.0,6.538065321776859,Hot Desert
Kevlar,3.6196312260017893,0.0,4711.895069694181,24.925104586409937,8.667349142270696,3.184828075297438,10.0,High Altitude
Nylon,6.864075190385055,2.0411911926560617,4466.757778576333,13.499553410845714,6.805379614478442,5.020217264693816,8.584904815686567,Desert
Cotton,8.99028718411023,9.425148655209213,19188.52744563818,9.513604673035186,5.474185913920996,0.0,6.063735434163201,Hot Desert
Polyester,6.452045380731496,1.2655218554463954,1402.1892224490357,18.91932350045826,9.606050652068735,7.170188054907689,9.968065467147628,Cold Desert
Nylon,6.868188564947038,0.06225788557539347,4677.26886738189,11.174962286580284,7.0777053916092285,7.720513761402303,9.338834617704428,High Altitude
Cotton,7.791698767312422,9.126056315572345,14644.75888729009,9.509025736659467,3.3091348660388267,0.0,6.365564690868581,Jungle
Bamboo Fiber,9.62311572457806,8.177196958616431,1734.5062495307695,5.772862523952909,1.4531923832713203,0.0,6.385430137685325,Jungle
Polyester,5.690364454657722,0.027487959429169928,571.4908327962349,15.742838967677846,9.119370112020428,7.430665727068872,7.050398218073986,Hot Desert
Nylon,7.519591445180106,0.7796588483679104,4373.533121152375,15.386777640561359,8.010006546443194,8.759777696772067,9.592265725315308,Desert
Cotton,7.314507970581957,9.258876859492068,14572.592577370116,7.410034894116864,5.187669098834249,0.0,6.481638360556774,Jungle
Cotton,7.762265209014121,8.4400427739454,11621.308964631091,7.035915820938525,3.9976042191090473,0.0,6.56397529196549,Jungle
Cotton,9.273603599955585,8.372658525561688,16492.377708672822,5.045494219443112,2.439270011235034,0.0,4.431305307501775,Jungle
Cotton,7.531854593802461,9.59270006948157,9348.425421395885,7.8994016881453515,2.8773454289830003,0.0,6.05393019791045,Jungle
Wool,8.240199825555115,9.923066895866743,10460.253506035862,11.283653837657283,2.587062078354421,0.5626743030211829,6.691085853154776,Cold Desert
Nylon,7.127473356334756,2.410626358485395,4731.761970905578,12.857539362232494,8.205079556941936,7.375420995452606,9.421787607632947,Desert
Polyester,5.350907561281801,0.3522066966915538,2258.098675092495,14.468122044555201,6.374599570202971,7.607431449712969,7.759066534822473,Cold Desert
Nylon,7.804189120763728,0.3819559157604331,3800.1305059241,16.289885249893704,5.276989249276945,5.98637755230191,9.564216525618818,Desert
Wool,6.888603264298162,9.349754066797162,9084.072899910663,6.773788508708998,3.7334804738632053,0.622291139937763,7.884136977797748,Cold Desert
Polyester,6.7734499377914705,1.7120474687298701,2536.293023332607,13.47475027730464,9.45425029144077,7.725748547760743,8.957696881059668,Cold Desert
Bamboo Fiber,9.439825707357272,8.818765466435082,2723.703953945084,5.246152147193129,2.8572634551734235,0.0,5.5573173155941085,Jungle
Wool,6.496749129391901,9.19393318218779,9810.866992785028,7.525088612470991,3.417784272670039,0.8161725305261603,7.040644713816306,Cold Desert
Nylon,7.994319273876837,2.49357272461648,2149.6095678358306,17.17664727303429,5.420643228115603,5.900624817614162,8.616252818420389,Desert
Polyester,4.940714324314123,0.6357992382930475,2139.7106581042217,15.117179795720887,7.200478704893671,9.541205197875824,8.649643250016945,Hot Desert
Bamboo Fiber,7.540076369508721,8.92853095885645,4780.728646094327,4.441115346985535,2.7857016137768587,0.0,7.259844881944372,Coastal
Kevlar,3.469375552745523,0.0,4647.150908678908,20.05093813093389,9.519126477565507,4.83434556123352,10.0,Extreme Terrain
Wool,7.7788010210519944,6.28997302327939,8399.778740659782,10.000084377351364,3.6063728568331546,0.24077260591944705,7.958776723480071,High Altitude
Wool,7.417889577360969,6.734884822811058,7166.033295924504,7.975140446612074,1.7167434496346177,0.37406831726039447,6.536806935743167,Cold Desert
Cotton,9.099134944396782,9.24560896072145,18599.81235802231,5.13668128204005,5.257398566704966,0.0,5.562088352110793,Hot Desert
Bamboo Fiber,9.535048909353392,7.989848977895748,2691.5512804016385,5.769765889697954,1.4131559822845055,0.0,5.01785425234183,Coastal
Bamboo Fiber,7.2741284460355216,8.147713038615525,4407.551994003067,2.15684154829119,3.4144415659524183,0.0,7.394198296861912,Jungle
Wool,7.0682969977496,7.65802430828687,8099.517618291207,6.802502630843263,2.7605286375630484,0.7463341651084726,6.122389132463351,Cold Desert
Cotton,9.640030332528784,9.210666448456912,9199.346804094008,9.064313368215782,4.270959678418105,0.0,4.5255382225835366,Coastal
Kevlar,3.310787192847262,0.0,2453.15694425879,23.784180405849398,9.96342370483457,3.851452459594849,10.0,High Altitude
Polyester,4.598668783035024,0.6350019568461904,567.576848763262,22.726842847512472,6.02643140698835,9.33616957808746,8.20086128302878,Cold Desert
Cotton,7.386121260079662,9.508770763130265,18460.14302477906,6.355799421924768,3.8679105530475426,0.0,6.654522976442574,Hot Desert
Nylon,5.942696330802701,2.6810993128118397,1012.5701995016725,17.218577594587167,8.306761709873784,7.443602064534747,9.579401948423618,High Altitude
Polyester,5.156948845018892,1.705073123704943,1054.2999369266738,21.582119415249593,8.173780577661235,6.121271730033971,7.258475133643462,Cold Desert
Bamboo Fiber,7.718332349885488,9.780630835881482,4788.315662177786,5.133416818922059,3.6654687312204373,0.0,7.911584350211841,Jungle
Nylon,6.515097606892163,1.6568130324260388,3035.1163350478223,18.59299515038962,7.348571322747125,5.095543469581051,9.559021154461158,High Altitude
Nylon,5.477264597718958,2.44962597711833,3815.3380828969566,12.522072915922344,6.887123076003266,5.461921875915243,8.881317205090951,High Altitude
Cotton,9.590953935690377,9.186321959843358,11860.645744234505,6.150753222462369,4.744088437591991,0.0,4.5127128919859585,Hot Desert
Wool,8.750169607596865,6.4370931313850726,10699.830546013365,9.658473279647016,2.254449642092855,0.09924629273041263,7.460782077248805,Cold Desert
Kevlar,3.9611353711515678,0.0,4374.112321757497,15.605722765883353,8.462811045684504,2.0805939645706815,10.0,War Zones
Bamboo Fiber,8.531745636534946,8.166534875951477,1105.4339948708014,4.5079300133173215,2.984702593367512,0.0,7.602742516509227,Jungle
Polyester,5.854829730389174,0.9152894643781229,2260.4474271352046,15.621668120418539,8.937913713382919,8.59088422561037,8.346228007485273,High Altitude
Bamboo Fiber,7.244865990607492,9.607554732937626,3658.6196170057556,5.982894027400757,2.5651301432052525,0.0,7.742551330006217,Tropical
Kevlar,4.718293344241455,0.0,2405.262861205588,24.92216475507508,9.381401231613271,2.7772268473276847,10.0,High Altitude
Polyester,6.109920176865401,1.1846983639967432,738.8280807131132,24.168392153295954,6.832664972572955,8.189994810845862,7.588685511040515,Cold Desert
Wool,7.77581047662636,9.23066452533072,9376.821109702018,7.26267308616004,1.5986379451139352,0.6355872751470678,7.6625637398971005,Cold Desert
Bamboo Fiber,7.066463131287184,8.45967530027373,3546.95387112543,4.885924229793897,3.0027822712159535,0.0,6.95581368782849,Coastal
Wool,7.476683056600139,6.569102545741652,7180.163310843163,8.367377186223925,3.5183693388720596,0.9132999497254974,7.533636693946804,Cold Desert
Kevlar,4.8045532333206085,0.0,5946.201436730338,19.5590833078371,9.147952416586548,3.578603652554744,10.0,High Altitude
Bamboo Fiber,7.273103961273934,9.97807387937765,2832.808982695161,5.004516202908045,3.7453865895705944,0.0,7.236333007249041,Tropical
Bamboo Fiber,8.132876646124211,8.287570455612386,3855.635822585526,4.811549842193718,1.5073208465275205,0.0,6.935649528259869,Jungle
Wool,8.47656051349687,6.533719877543636,8131.980825723176,9.366632647469626,2.912541724103076,0.2464179288674545,8.612508147971488,Cold Desert
Wool,8.091525177220653,6.636261723880375,6761.071345405255,8.189715993721915,3.679846576369267,0.6046548437979392,7.004983001149428,High Altitude
Cotton,9.759886140201825,8.595589663759649,9280.401068670595,6.8181009170534645,2.841456628366402,0.0,6.219903923995454,Jungle
Polyester,4.737008542435667,0.3754431126841109,2971.5546048771184,17.477070507136915,6.744051193300131,6.979945766756112,7.605609354198185,Hot Desert
Cotton,7.554384053382147,8.414278333135844,15851.617051688392,8.551923573892314,3.622613933789492,0.0,4.018350630688604,Hot Desert
Wool,8.560675177360277,6.096266013236548,7999.697490415872,6.76886808410821,2.5446253506582974,0.10309184030187002,6.987112531867293,High Altitude
Wool,6.708368502183979,6.483040697004062,11135.00859791047,8.948699981119974,3.6663094325762025,0.4535345514192076,6.21377553685617,Cold Desert
Cotton,9.753094812381626,9.381651931350785,16906.370634372877,6.1670430506146285,5.972068638835077,0.0,4.67284430170262,Jungle
Cotton,7.119402898052926,9.442196675286034,13768.40732821952,8.352787805937263,2.3018010350913274,0.0,4.491883948060872,Coastal
Kevlar,4.085678549146744,0.0,5228.724159172096,16.10844464151227,7.827419465908461,4.715202949391358,10.0,Extreme Terrain
Polyester,4.167728245269624,1.1787207961680715,1304.2489829362037,19.60455011177208,9.57145171260488,9.962830959721316,8.834717258774962,Hot Desert
Polyester,5.471925488098469,1.6968227493978956,2459.74321275032,20.45162507454423,6.813633668924259,9.013699862904918,9.06950834287655,Hot Desert
Wool,8.8407609791127,6.355196425341376,10009.826159866203,8.890407185240127,3.3115871135011483,0.9703598069857426,8.160447202671321,High Altitude
Wool,8.95015495533274,9.036942491514111,11603.059238323021,6.543565864956008,2.031880929475529,0.04096347343529416,6.567173963219361,Cold Desert
Wool,7.28743411984747,6.501934094488878,6448.20769976051,8.52284396327098,2.835943344691055,0.3541285322117744,6.772819828241612,Cold Desert
Nylon,6.064007897085279,1.657332555751021,3075.2670074805987,11.180064338106227,5.564507344760069,8.744726614332821,9.419290856271354,High Altitude
Wool,7.37973200103125,7.599759326840946,9335.234880128326,9.177956294568862,1.806514372795688,0.131661951472831,6.089131858140123,High Altitude
Wool,7.956256621270294,9.7097055076443,5830.68225178987,8.128738300251761,1.308834813061373,0.07388603086724688,6.985865306589936,High Altitude
Kevlar,3.678621719303251,0.0,4134.072525929562,23.51222664448494,9.13275825050662,4.231991997931281,10.0,High Altitude
Wool,6.084320941965835,8.777954325848647,9855.517923694682,7.677468960098604,1.2294807976652764,0.24782223383315505,7.177377719756747,Cold Desert
Polyester,5.8404607756770615,0.1137736605197135,1554.0221675492248,23.134357035784298,7.035110446541645,9.254859373113572,9.815182664891214,Hot Desert
Wool,8.08008397404952,8.045295952035719,9153.05523840776,8.880589112772915,3.3483239952720742,0.7468875734817074,8.911224821294548,High Altitude
Wool,7.622456096054112,6.319156073916888,7897.796964531286,7.240385347960158,2.4157464884738475,0.9211887584537032,8.158084307296779,Cold Desert
Nylon,5.206739700335847,1.6255446881992608,1252.8988741962253,11.74212884532755,8.653463767085377,8.419835808203775,8.695151650851217,High Altitude
Kevlar,4.925924757127235,0.0,5850.73488980304,19.25809891031709,8.572960665061462,4.191636953093081,10.0,High Altitude
Kevlar,3.4099898012951,0.0,3552.6859193609607,19.862664886318242,9.826404843741832,3.239725000215843,10.0,High Altitude
Wool,7.930717808826749,9.785368833225167,5463.318414652837,10.537691733271824,1.0606991266798733,0.13605979725817097,8.111469751614841,High Altitude
Nylon,5.679398638797603,2.797715851088551,3443.817494988968,16.666118322292988,6.079508517752488,6.222908462785153,9.124791932900603,High Altitude
Cotton,9.835256247983827,9.2429621677647,16407.330556380635,6.25024885641723,3.973126471376586,0.0,4.016551494968188,Hot Desert
Cotton,9.528242528124952,8.113829778801854,15538.530515562024,6.18835440814291,3.602141393586858,0.0,4.893099737074355,Coastal
Polyester,4.604628309275436,0.8011352622091283,1631.9685284147158,18.77340953445298,8.01418215406523,7.909160337969718,9.051112331223415,Hot Desert
Nylon,5.504926035668442,2.0101858400988846,2822.7581741057784,15.691459154707413,6.292931760795753,7.259189495973146,9.630223628702607,Desert
Kevlar,3.914920977044964,0.0,3283.433840608185,15.008385710990412,9.916318628276462,4.433057531392583,10.0,High Altitude
Wool,8.989781783614543,8.3435072607632,10865.021157740797,9.677972883714341,2.9889067870687915,0.49487527793625463,6.506945744640276,Cold Desert
Polyester,4.294274999414948,0.13953033964645845,1683.5602072118963,21.83872257384288,9.424593618111075,6.0480731058592525,7.263791903314901,High Altitude
Wool,8.19062868220809,8.02836302217343,10082.303428096991,9.780566321093318,2.6154832172230478,0.7044671817386029,6.044107757786108,Cold Desert
Wool,6.5210771111024615,9.75756380579866,7063.91082341563,9.618572354033848,1.8255228498055205,0.9746047709129766,7.139621245451879,High Altitude
Cotton,9.945171772329727,8.636958715435586,17189.037742147906,8.986698299550724,2.072447249328385,0.0,6.74673385503719,Hot Desert
Kevlar,3.474138017616763,0.0,2773.3659709507656,20.998921087713715,9.185374681284209,4.921467657427999,10.0,High Altitude
Kevlar,4.571858229437054,0.0,4702.978667757789,24.177137727969857,9.991803740301975,4.672324244737774,10.0,Extreme Terrain
Wool,8.652992166418368,7.130622454680415,10392.965969707468,6.8230451100353475,3.7594136659721817,0.27926731341501787,6.317983100411562,Cold Desert
Wool,7.267289846677439,6.947797521332827,11622.792691628247,11.455939495969686,2.877413760025524,0.28093056064472444,7.026067697797475,High Altitude
